file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
air pedal_001.wav,A fishing rod is being reeled in with rustling near by.,"""An object made of metal is hitting against something that is hard, while a pencil sharpener grinds in the background.""",Someone twisting a fishing rod with rustling in the background.,The gears of the bike click as it rolls.,The pedal of a bicycle stops while the chain and wheel continue to turn,The pedal of a bicycle stops while the chain and wheel continue to turn,,,,,,,,,,,
fireworkslong.wav,Fireworks are being launched up into the air,Fireworks are crackling from a distance on a clear night.,Fireworks are going off nearby and at a distance.,"Near and far, the fireworks are going off.",Some fireworks are going up into the air.,Fireworks are going off nearby and at a distance.,,,,,,,,,,,
big bubbles on water.wav,A drain is opened and gurgling water drains down it.,Air bubbles are forming and popping on top a liquid surface.,Air bubbles are forming and then popping on top a liquid surface.,Bubbles are being blown into liquid and they are popping as they reach the surface.,Bubbles are blown into liquid then pop as they reach the surface.,Air bubbles are forming and popping on top a liquid surface.,,,,,,,,,,,
Dog splashing in a lake.wav,"""A dog jumped into the water and swim and then came out panting, it shook its body""","""A dog pants, jumps in water, and shakes the water off.""","""A dog wearing a chain collar runs towards a pool, swims through it, and returns, then shakes the water off.""","""A dog with chain collar runs towards a pool, swims through and returns to shake the water off.""","""Jumping into the water to swim, the dog came out panting and shook his body.""","A dog pants, jumps in water, and shakes the water off.",,,,,,,,,,,
Bathtub.wav,The water is flowing while filling the bath up.,Water is coming out of a faucet and is filling a bath up.,Water is pouring from the gutter and it is hitting the floor.,Water is running and splashing on a surface.,Water splashes and runs on a surface quickly.,"Water is flowing from the faucet, filling the bathtub.",,,,,,,,,,,
Radio annoyance.wav,A lot of static followed by a song playing during slightly less static.,"""A lot of static occurs, and then a song plays with slightly less static.""",An old fashioned record player is skipping and then it begins to play a woman singing.,An old fashioned record player skipping then begins to play a woman singing.,Someone changing through stations full of static on a radio.,A lot of static followed by a song playing during slightly less static.,,,,,,,,,,,
Heavy rain - some people 2.wav,A heavy rain coming down outside with people talking in the background.,A heavy rain falls outside while people talk in the background.,Rain falling while people talk in the background.,Rain is falling as people talk in the background.,Water is running while people are talking through it.,"Outside, it was pouring rain, and voices could be heard in the background.",,,,,,,,,,,
Boston City Sidewalk - Mild Traffic - Midday Fenway.wav,A car engine revs and gets louder as the car approaches.,A car engine revs up and gets louder as the car approaches.,An engine whirs as people chat in the background.,The constant stream of rain and wheels turning and people yelling to get the attention of someone.,an engine is whirring and people are talking in the background,"As the car approached, the roar of its engine grew louder, accompanied by the murmur of people chatting in the background.",,,,,,,,,,,
eating biscuits1.wav,A package is opened and a person is chewing on food.,A package is opened and then a person is chewing on food.,Someone eats something and then closes a container.,Someone is chewing a crunchy snack and then a metal clinking noise replaces the crunching sound.,Someone is eating some crisp food and munching on it before closing the container.,"Someone was munching on crispy snacks, then the sound of metal clinking replaced the chewing, along with faint breathing.",,,,,,,,,,,
Birds - caged.wav,A group of birds is making chirp noises to each other.,A large number of birds chirping loudly and continuously.,A large number of birds chirping loudly and it is continuous.,A small school of birds chatting away during the day hours.,A small school of birds is chatting away during the day hours.,A group of birds is making chirp noises to each other.,,,,,,,,,,,
Ambience Coffee Shop 3 .wav,"""A crowd of people talk, clink glasses and eat at a restaurant.""","""In a diner, the cups and silver clanging together.""",Inside a restaurant with cups and silverware clinging.,People are talking in a dining place while eating.,The clinking of glassware merges with murmuring voices inside a restaurant.,The sound of something falling mingled with the clatter of glassware and the murmur of voices.,,,,,,,,,,,
bottle filling up.wav,Constant water sound flowing from a faucet into a sink.,"""Someone fills a jug up with water and shuts the faucet, then a sink drains water.""",Water flows into a container that slowly begins to fill up.,Water is flowing from a faucet into a sink and the sound stays constant.,someone is filling up the water bottle and then closes the lid,Water flows into a container that slowly begins to fill up.,,,,,,,,,,,
Officejet Printer.wav,A paper printer is printing off multiple pages.,A printer printing off multiple pages of paper,A small printing device performing duties and printing pages of text.,A tiny printer performs its duties and prints the words.,An automatic cutter feeds paper and cuts it.,A printer is continuously printing.,,,,,,,,,,,
wind on lanyards .wav,A wind howls in the background as wooden chimes clang and resonate.,Different solid metal objects striking other metal objects and a whistle going off.,Metal parts clang against each other near a highway while cars drive by.,Metals clanging against each other next to a road with cars driving by.,"The wind howls, and wooden chimes ring loudly.","In the background, the wind howls fiercely, wooden bells jingle, and birds chirp.",,,,,,,,,,,
postcard02-Birds.wav,"As a band sings and plays in the background, the water flows and birds make noises.",Music is played as water drips across the roof.,Water burbling while people sing and play instruments in the background.,Water is burbling while people sing and play instruments in the background.,"water boiling, music playing, baby crying, glasses that touch, burping noise","The sound of trickling water, music playing, a baby crying, the clinking of cups, and the sound of burping.",,,,,,,,,,,
Plane Edge540 Hannes Arch.wav,"""A plane flies by, and people politely clap.""",People applauded as the plane buzzed and roared past them,People are applauding as a plane is flying by loudly.,People clap after a plane flies past them,a plane goes by followed by people clapping, People applauded as the plane buzzed and roared past them,,,,,,,,,,,
